,problem,Link,comments,Category,Title,Statement,Comments,Label_Updated,New_Label,
756,Still have tightness in chest after pneumonia,/forums/discuss/still-have-tightness-in-chest-after-pneumonia-361598,13,Respiratory,Still have tightness in chest after pneumonia,"I am recovering from bacterial pneumonia. I had to take two lots of antibiotics one was co amoxiclav and the other was amoxicillin plus prednisolone to see it off. The thing is my chest still feels tight, i have a really annoying cough, i get breathless when doing the any thing and i am so tired. My doctor wanted to admit me to hospital as my heart rate was 125 beats per minute this is when i got the first antibiotic. Blood tests were carried out on Friday the 13th what will they show ?.   All in all i do not feel any better. I also have a pulse oximeter which was showing an blood oxygen level of 64 and my heartbeat was 88, yet last week my heartbeat was hitting 150 what is going on i am worried   ","Blood oxygen of 64 sounds terrible, did your doc do oximetry as well, cow if they had got that level you would be admitted immediately? Do you have COPD as well? You need to ask your Dr what they were testing for, only then will you know.  Have you had a chest X-ray?",negative,negative,
758,Driving me mad!,/forums/discuss/driving-me-mad--560738,6,Respiratory,Driving me mad!," Hi all    This is driving me totally insane at the moment and really anxious about it being something much worse like cancer in my lungs.    I have been ill over the last couple of months with various colds, the last cold I had was about a week ago &amp; started coughing terribly. I do smoke, I am 36, female (however cut down from 7 a day to 2-3 since this started)    I cannot stop coughing.....every time I breathe in I cough, when I breathe in it feels like cold air in my throat that then irritates and causes me to cough. When I breathe it sounds like I am not wheezing but my throat is tight it sounds constricted (if that makes sense), throat feels somewhat tight also...    I want to the see the Dr and only appointment I can get is next week Tuesday so another week of this torture!    I had a cough Jan 2016 exactly the same this year &amp; my then GP sent me for an X-ray which came back satisfactory (very worried now something is not right), why is an X-ray satisfactory and not normal, could they have missed something on the X-ray of last year!    Any advice, ANYTHING please!    Very anxious.    p.s. I suffer with severe Health Anxiety &amp; have been diagnosed with Globus in Feb 2016, but this coughing is not normal.... "," Hi Kay19801,  You could have become over sensitive in you cough reflexes.  That&#39;s what they tell me is the cause of mine, I cough 24/7 and have done for over 4-5 years now, and I&#39;ve been everywhere to try and get it stopped.  I have been in Diamorphine through a Nebuliser for 4 years now as well as Bronchodilators.&#160; Although I have Abestosis, Plural Plaques and Bronchiectasis, they firmly believe its down to Super Sensitivity.  &#160;So don&#39;t worry to much ",positive,positive,
762,Onset of acute dyspnea,/forums/discuss/onset-of-acute-dyspnea-728643,3,Respiratory,Onset of acute dyspnea,"I'm a 63 year old male with no major health problems other than overweight and sleep apnea. I've been using my CPAP machine for years, without any problems. Several days ago, I began having shortness of breath, all the signs of Dyspnea. As it's progressed over the days, I now find myself unable to lay down to sleep and breathe at the same time. I saw my doctor today and she didn't have any answers.  Any insights would be greatly appreciated.",Are you having any other symptoms?,neutral,negative,
768,Hear a squeak sound when I breath in,/forums/discuss/hear-a-squeak-sound-when-i-breath-in-775993,2,Respiratory,Hear a squeak sound when I breath in,This has been going on for about 4 years.  Doctors cannot figure it out.  I can hear a wheezing/squeaking sound when I breath in at times.  When I listen w stethoscope it is very loud/high pitch usually only on inhale.  i don't have a cough and I feel fine.  But this is happening more frequently so I am getting concerned.  Does anyone else have this?,It sounds like snoring it happens from certain conditions and breathing spaces. I believe that it stems from unseen particles that affect breathing like dust and bad air. Examine the conditions of the place you are breathing in when this problem happens.,neutral,neutral,
769,Coughing every few seconds,/forums/discuss/coughing-every-few-seconds-588501,2,Respiratory,Coughing every few seconds,"Hi,
Posting this question for my wife who has been suffering from continuos cough for few years now.

Her cough is dry, loud and every 5- 10 seconds.
When she sleeps there is not a single cough.

Needless to say, it is driving us crazy (her particularly).
Things done so far, tested for allergies and she does have mild allergies and takes shots every few weeks.
Other medication that she takes is regular aerius and montelukast sodium with pretty much no effect.

Her coughs are getting worse and more frequent and doctors have no more suggestions.

I would greatly appreciate any feedback,suggestions and help regarding this problem.

Thank you"," I suffer with the same problem, my cough is / was 24/7 (I have Asbestosis &amp; Bronchiestasis) I&#39;m also on various medications, including Diamorphine via a Nebuliser. But still the cough persisted, i have even cracked/broken some ribs from the coughing. Eventually I was referred to a Speech / Language Therapy clinic were i was shown a simple but reasonably effective method of at least reducing it. A sip of water every time you feel the cough coming (I now have a bottle of water in my hand constantly), deep swallowing and relaxing the neck / shoulder muscles all helps, but the water is the most effective part, persevere with it and it does work, but be prepared for taking in a lot of water !!  Hope you find some relief from this.  I still cough but the amount of coughing in between my Nebuliser treatment is greatly reduced. ",positive,positive,
770,Shortness of breath,/forums/discuss/shortness-of-breath-635953,7,Respiratory,Shortness of breath,"Wow,  I found this forum and started reading about the same symptoms that I have had. Everything just started this past week when I woke up and couldn’t seem to catch my breath.   I could not go back to sleep. It’s very scary. After a couple of days I went to the doctors. They did an EKG, PFT, and I’m getting an echocardiogram this week. I did have pneumonia in December and I thought maybe it was relapsing, but a follow-up chest x-ray showed that my lungs are fine. My friends are telling me it might be anxiety but I’ve never really had anxiety unless something significant was happening in my life. My doctor thinks I might have sleep apnea and I tried to deny it but now I’m thinking maybe it’s true because my sleep is being affected. Has anyone had a sleep study?  I try to do things that help me relax but as soon as I think about it I can’t catch my breath and it takes me about five times until I can. And then I start to panic.  My doctor did say if everything came back normal then they might give me something for anxiety to use as needed. I’m just at my wits end because it’s very upsetting to not know why it’s happening.   I try to do things to take my mind off of it. But who wants to walk around exhausted from not sleeping? I need answers and I just wanna breathe normally again like a normal person. I’m glad to see that people can relate here.  "," Lisamaria, you just came knocking at my door. May i ask how old you are? im&#160;guessing maybe your 20s?&#160; well, im&#160;67 and i have been there.&#160; Anxiety affects people differently. My daughter and I were in the dr. ofc and she said, &quot;would you breath?&quot; and i said, l&quot;what do you mean?&quot;&#160; she said, &quot; you take a breath and then you quit breathing.&quot;&#160; Well, i had no idea i was doing this.&#160; Sure enough, I really had anexity&#160;and I hadnt&#160;even had my first panic attack yet.&#160; Now, those can be scary or not so scary. Some people just have to leave wherever they are. I get where i feel i just cant get a breath in and after half hr or so ive&#160;calmed down and can breathe right............#sleep studiy.&#160; Yes, i complained about not sleeping; only sleeply&#160;2 or 3 hrs a night and i was exhausted.&#160; they tried sleeping medicine like lunesta and all those but they didnt&#160;help at alll.&#160; so sleep study. WELL, the study told the dr. that i quit breathing 17 times every hour.&#160; i couldnt&#160;believe it but there it was.&#160; so now i use a cpap&#160;and when i first started, i slept like a baby.&#160; ...From your letter, you do sound anxious but im&#160;not the one to confirm that but hang in there.&#160; Theres&#160;a lot of thing worse than anxiety.&#160; Keep doing those things to help you relax..&#160;the mind pays attention to repeition.&#160; Good luck, sweetie. it will be alright. ",positive,positive,
772,Am I ill or not?,/forums/discuss/am-i-ill-or-not--587495,3,Respiratory,Am I ill or not?," So after a weekend of drinking (not heavy did&#39;t get a hangover) when I got home yesterday I started feeling really hot, so I had the window open and I managed to stay cool then when I went up to my bed my room was freezing because I never have the heating on so I suddenly went over hot and cold and sweaty at the same time it was so weird, I had no fever and did not feel ill just felt a bit irritable&#160;  I awoke in the night feeling very sweaty I wasn&#39;t drenched but my sheets were damp, I turned my duvet over and went back to sleep till the morning!  This morning at work I felt okay and I&#39;ve not been off my food or whatever, and as soon as I got into the conference room I went over all hot again and a little bit sweaty, then I started to feel sick and had to go to the toilet and had a bit of an upset stomach (I suffer from IBS so nothing out the normal) but there was no trigger normally my IBS is triggered by something!  I finished up and I started to feel a lot better but now I feel really cold and its not really a warm day but I&#39;m normally always comfortable in my office and now i just feel chilly and my stomach feels a bit off and I have that empty pain like I&#39;m hungry, no fever no other symptoms but it is soooo weird  I&#39;m trying for a child but doubt im pregnant since the only time we&#39;ve actually tried this month was over the weekend, my period isn&#39;t due till like the 10th may so basically I should be in ovulation week right now  what could it be? ",Sounds like a hangover.,neutral,neutral,
773,"                    Advice needed, SOB 24/7                ",/forums/discuss/advice-needed-sob-24-7-702397,5,Respiratory,"Advice needed, SOB 24/7","Male (22) White  5 foot 10 
weight when started: 220.   weight now: 170

Issue: Severe dyspnea, constantly need a deep breathe and have trouble getting them

I have had a pulmonary function test come out to be normal, 2 chest x-rays normal, and a CT-scan (without contrast) show up normal...

History: Smoked a lot of hash oil for years(hot dabs) breathing issue started when i was still smoking... haven’t had anything to do with smoking in over 3 years.
Was overweight, and spent most of my days playing video games on a recliner and lifting heavy weight in the gym.

The doctors told me it was anxiety at first, but the breathing issue has been here for over 3 years! they ran the tests mentioned above and still dont know what to do.

Im at my whitts end.... does my constant need of a deep breathe, and medical background point to anything besides a lung issue??? could it be that ive had lyme for 3 years??","There are other conditions that can give you breathing problems, have you had any tests done for your heart or stomach? Are you still lifting heavy weights?",negative,negative,
777,Chronic persistent cough since radiotherapy,/forums/discuss/chronic-persistent-cough-since-radiotherapy-38431,30,Respiratory,Chronic persistent cough since radiotherapy,"Shortly after radiotherapy treatment in 2010 I developed a dry persistent cough along with hoarseness in the throat.  Last year the cough was so severe I fractured two ribs.  Chest x-rays are clear, lung function test normal, no symptoms of reflux, asthma or shortness of breath.  Cough is worse when sitting or lying on my side.
Has anyone else experienced this and if so were they able to find a cause and/or a remedy?
","Where did you have the radiotherapy? My wife had radiotherapy following excision of a malignant breast lump about 7 years ago. About 18 months -2 years after she started to get a very dry mouth with reduced saliva production, a doctor said the radiotherapy was to blame even though it was directed at her breast tissue. She now has to use an artificial saliva via aerosol several times a day, she gets it on prescription. If she is out anywhere and she runs out or forgets to take it with her it causes her to cough. She has had other side effects of the radiotherapy also which are uncomfortable at times. I work with a lady who had radiotherapy to her jaw early last year and she is having the dry mouth problem as well and is using the same spray as my wife. Hope you can get some relief for the cough.",neutral,neutral,
782,Low O2 levels with activity,/forums/discuss/low-o2-levels-with-activity-622422,2,Respiratory,Low O2 levels with activity,"My blood oxygen levels drop to 85% when I walk around and will drop as low as 73% when I’m playing with my dogs (throwing a ball, chasing them a bit). I am experiencing very severe symptoms of low oxygen (severe shortness of breath, dizziness, nausea, mental confusion, extreme exhaustion, irritability, and rapid heart rate). I was referred to a pulmonologist and he did some testing and diagnosed me as “fat.” When I asked for an assessment to see if I qualify for oxygen therapy, he was very resistant and brushed me off telling me I need to lose weight. I do need to lose weight but I find it impossible to carry out my basic daily activities. I would love to exercise but I can barely get dressed in the morning. By the end of my work day, I’m extremely exhausted. I feel like I’m not getting the care I need because I’m overweight. If the data shows that my oxygen levels are low and I have symptoms that are consistent with that, why am I less deserving of oxygen than a COPD patient? If I had COPD and my oxygen levels were that low there would be no argument regarding the need for supplemental oxygen. Am I wrong?","How did you even find out oxygen levels? 
Dont take this the wrong way..
But im assuming they wont give you supplemental oxygen as you can reverse the effects you are having by losing weight where someone with lung disease can not..",negative,negative,
786,"                    concerned about my father: breathing difficulties, tiredness, not eating                ",/forums/discuss/concerned-about-my-father-breathing-difficulties-tiredness-not-eating-671461,13,Respiratory,"concerned about my father: breathing difficulties, tiredness, not eating"," Good morning, I&#39;m very concerned about my Father.  He&#39;s 73, usually in good health.&#160; A few weeks ago he went to the doctor for routine tests and they want to see him again on Thursday but my mum thinks it may be about his cholesterol.  However, over the past couple of weeks he hasn&#39;t been eating at all, maybe a half round of toast per day, he&#39;s also very short of breath, walking up and down the stairs is difficult for him and even when he lifts the duvet on the bed he has to stop and rest to get his breathe back. He is also constantly tired and sleeping.  He has convinced himself its lung cancer. Im trying so hard to stay positive so havnt googled the symtoms until this morning as I was frightened that&#39;s what it was going to be.&#160; however, this morning I did google them and it looks like it could possibly be heart failure which looks like it can be managed with medication which has made me feel a bit more positive.&#160; Im just wondering though, do you recommend we bring him to the hospital ASAP or wait until his doctor appointment?&#160;&#160; Sorry for such a long message, im just so worried about my dad.  xx ",They do say if you suspect heart go to the hospital. They would rather it is a false alarm than you take the risk by not going!,positive,neutral,
787,Chest pain for more then two week specific area right upper and right back side,/forums/discuss/chest-pain-for-more-then-two-week-specific-area-right-upper-and-right-back-side-640210,9,Respiratory,Chest pain for more then two week specific area right upper and right back side,"I have been experiencing chest pain for more then two week in the right side of chest.sometim leftside its sometime dull and somtime sharp i have done ECG,x ray,ultrasound nothing could be found can anyone help me please am healthy 21year old boy ","Do you experience any breathlessness with this pain? If not then it sounds like a muscular related pain. Any more details you can give regarding the kind of pain, if anything makes it worse and if anything makes it better (not pain meds)",neutral,neutral,
792,chesty,/forums/discuss/chesty-600115,19,Respiratory,chesty,"13 weeks ago i had a bad chest infection and pneumonia i have been slowly recovering 6 weeksago my feet andlegs began to swell now i am waiting to go for a heart scan breathless all the time i am at theminute taking 40 breathes per minute am exhausted legs and feet really swollen blood pressure is raised  oxygen level was 96 at Doctors on Thurs i am getting really worried now feel shocking but dont want to scare my hubby as he suffers with anxiety x
 ",Hi just read your blog sorry to hear. i cant help but will think of you all the bnnest and im sure things will work out for the better,neutral,negative,
794,27 year old severe shortness of breath,/forums/discuss/27-year-old-severe-shortness-of-breath-697118,4,Respiratory,27 year old severe shortness of breath,"hi im a 27 year old male with some severe symptoms, and problems with my health, im Wondering if there ks anyone who can relate to me, i need someones help with my problem since February 2018 ive had severe shortness of breath so bad im bed ridden unable to work barely able to move i have to gasp once a minute for a deep satisfying breath and its unbearable i feel so alone i can barely bathe or eat.... every movement makes it worse.. ive had many many test done everything checks out fine except a titl table test which showed a doctor pots which is questionable alsl another doctor suggested adrenal fatigue which im being treated for showing no improvements is there anyone on thjs site that has severe undiagnosed shortness of breath dispite every test checking out fine does anyone ha e any advice as to how i can figure this out ive been bed ridden moving only briefly to shower and eat and go to the hospital has anyone mastered the need to gasp once a minute?","Hi
I posted a couple of replies. Mentioned in one that I am not a doctor, and forgot to mention in the other.
I just shared what I tried for my shortness of breathes.",neutral,negative,
796,"                    mother had flue and cough 3 weeks ago, cough persisted, and yesterday hives and fainting                ",/forums/discuss/mother-had-flue-and-cough-3-weeks-ago-cough-persisted-and-yesterday-hives-and-fainting-707289,3,Respiratory,"mother had flue and cough 3 weeks ago, cough persisted, and yesterday hives and fainting","Hello,
My Mother had the flu about 3 weeks ago, which was accompanied by a sore throat, and drowsiness. The congestion passed after about 5 days, but the cough has remained for almost 3 weeks. Doctor tested it a week ago, but it was not strep and he didn't know what it was but said it seemed like a virus. Yesterday night she noticed some hives all over her body, and the following morning, she woke up and fainted, still with hives, and with a 96 degree temperature, some nausea. Doctor gave a steroid for the hives, and some steroid pills. Hives returned later on in the day, along with a hoarse throat. The cough persists, not seeming to improve.
What could this be? Doctor doesn't know, and we cant find it on the internet. I found that a chronic cough could be linked to acid reflux, and she does drink two cups of coffee every morning. She also has had a light cough for the last several years, and has been burping more than I do or more than I notice other people - perhaps something in her diet is wrong and causing some stomach acid to scar her throat, irritating it, and exacerbating a cough from flu/nasal drip? She says she has had sinus congestion/pressure before and that she once lost sense of smell for a while. She didn't eat anything out of the ordinary prior to the hives - she went to work, then yoga, then shopping, then had some dinner of rice and chicken - all as usual. Not heavy pollen out now. It was not overly hot out when she fainted, and her blood pressure and EKG were fine. Other than coffee, her diet is quite good - lots of vegetables, no junk food, no smoking, rare alcohol. She works in an office in a university, and gets exercise from yoga, walking.
What could cause her to faint? What could cause these hives? What could cause this cough? What connects these all together?
Any ideas? Thanks in advance!","Fainting is caused by lack of oxygen to the brain, it can even  happen for example if you stand up too quickly, coughing, a sudden shock, heat, laughing, sudden pain ...  It could even have been caused by the hives. You may find that a pharmacist may give you better advice than your mother's doctor, so she could make a visit to your local chemist and ask for the pharmacist. They are normally at the back.",neutral,neutral,
797,Mechanical heart valves,/forums/discuss/mechanical-heart-valves-731587,2,Respiratory,Mechanical heart valves,"i had a mitral and aortic mechanical valve replacement 6 yrs ago and i also have asthma and COPD, does this put me in the vulnerable category?
",Short and sweet  YES,negative,negative,
799,Left side upper back pain... does this sound respiratory?,/forums/discuss/left-side-upper-back-pain-does-this-sound-respiratory--705153,8,Respiratory,Left side upper back pain... does this sound respiratory?,"Hi, I am 30 years old, female.  Have been a smoker all of my adult life... and some of my childhood. So for 15 years I smoked about 20 roll ups a day. 

For about 6 months I have had chest pain. Seen my GP numerous times and have also been investigated for acute cause and anything immediately cardiac had been ruled out. Have been referred to cardiology clinic. The pain  is to the left side on the front of my chest. Slightly to the left of my sternum. No change noticed on breathing. I do not have a cough. 

3 weeks ago this pain changed and is now intermittently in the front, side and left side of my upper back.  Sometimes feels like a stitch. I went to the gp 2 weeks ago and I had a wheeze on the left side. She gave me a ventolin inhaler. I did peak flow and scored 350 and I'm booked for spirometry on 28th. 

I went back to the go on friday as the pain is still there.  The wheeze is gone now but there is apparently slight crackles. I asked him if this is respiratory and he says he does not know. Suggest to continue pain killers and wait for spirometry. 

I am concerned as this is getting worse and not better and has been going on for such a long time. I also feel like I am wasting doctors time by going there so much. Any input from anyone here would be greatly appreciated.

Thanks in advance. ",Are you still smoking? If so giving up might help.,negative,negative,
805,Collapsed lung,/forums/discuss/collapsed-lung-654046,5,Respiratory,Collapsed lung,"I have been diagnosed with a collapsed lung. Only partially collapsed. Had a bronchoscopy and my lungs were clear even though I have COPD. I questioned my doctor about going on holiday abroad and if there is any risk with flying. He advised against it but to ask the Specialist. Bearing in mind my condition was only discovered by accident whilst having a procedure for something else and the Specialist said I could have had it for years, undetected. I havebeen flying every year for the last 10 years. Is there anybody else in a similar situation?",Hi Sally I&#39;m in same situ Ive got copd had four flare ups this year already going to granddaughters wedding to Cyprus in June not been abroad for ten years and starting to worry is the air on the plane gonna be sufficient for me is it gonna be too hot over there starting to worry don&#39;t wanna ask doc cause. He might say no u shouldn&#39;t go,neutral,neutral,
809,Anxiety - The Special Deep Breath (Anyone Else?),/forums/discuss/anxiety-the-special-deep-breath-anyone-else--583670,2,Respiratory,Anxiety - The Special Deep Breath (Anyone Else?)," Hi guys,    I am 21 (turning 22) year old Male. Quite in Normal shape I must say, I am 6 Ft tall and weigh around 98kg    For the past 6 years (or so) I&#39;ve been suffering from this thing people are saying is anxiety (which I&#39;ve ended up accepting it to be)...    The thing is, and is why I opened this thread... that what I feel that makes it feel bad (aka anxiety / panic attacks) is the urge to take a deep breath (the special breath) and when it doesn&#39;t happen (when I am not able to take it), the urge becomes bigger and bigger and turns into anxiety.    So the problem here is, possibly the deep breath, however I do not know if this is anxiety or something else...    Often I figure out that when I manage to take this special deep breath, anxiety and panic do not occur....or when I am too busy doing things.  Mornings tend to be easier to handle rather than nights (as I become more scared about these syntomps and anxiety itself)    I&#39;ve been to doctors and they all say it&#39;s anxiety and that I am perfectly normal, however this deep special breath is what I am unable to understand, and I really believe that if I solve what is causing it, I may be able to feel normal again..    Thank you for reading,  B ","Hi Brendan, My son suffers with panic attacks and anxiety problems. He,s started over two years ago. It has been awful. He did take anti depressants for a while, but they gave him worse symtoms. They made him that lethargic he lost his job. There is light at the end of the tunnel though. He has CBT now, cognic behavorial therapy.
​I have seen a change in him for the better.Perhaps you have something deep seated that you need to talk about. Its just athought. Could you explain more about this special deep breathe that bothers you ?

​thanks",neutral,neutral,
812,Chronic Cough - Very worried please help with some advise,/forums/discuss/chronic-cough-very-worried-please-help-with-some-advise-552298,37,Respiratory,Chronic Cough - Very worried please help with some advise," Hello all, this is my first post here and I am very worried. If you can give me some advice I would greatly appreciate it. My wife, aged 32 active female nonsmoker had a cold with a very slight fever about 7 weeks ago. She got better in a few days but lost her voice for a day or two from which she recovered well. However, after that, she began coughing and has been for 6 weeks now. At the beginning, I got her &#160;an OTC anti-inflammatory spray and some lozenges. The spray didn&#39;t help and mad her gag a few times. We went to the first GP and he said her lungs were fine and gave her an expectorant. She was coughing all throughout the day, sometimes in fits. The expectorant didn&#39;t work and we went to the ER. They gave us a cough syrup, some ibuprofen, and an antihistamine. We barely saw any improvement and the cough came back when we stopped the syrup. &#160;We went again to the ER to follow up and they gave us Codeine syrup, again an antihistamine and some antacids. We didn&#39;t see any improvement and were frustrated so we ordered a chest x-ray which was clear. We went to a lung specialist and he said it could be asthma (even though she has never had any breathing problems and is very energetic). He gave her an inhaler with steroids which she has been using for 24 hours and we haven&#39;t seen any improvement. She has not been sleeping at all for 3 days and took some codeine phosphate syrup last night just so she can sleep for a few hours. This morning, the cough is back.  She has no symptoms associated with what I&#39;ve read online. No fever, weight loss, night sweats, weakness, fatigue, chest pain, shoulder pain, difficulty breathing, clubbing, coughing up blood. Nothing.  She also says she feels two kinds of coughs. One that comes from her lungs which she feels better when she coughs something out (even though there is nothing that comes out), and another one that comes from a very itchy throat. She says she feels her throat is scratched. Sometimes, steam showers help her, other times not so much. I have been reading so much online and I am very worried, distressed and unable to cope/function. We both haven&#39;t slept much are unable to work. I have taken a leave from my job. A part of me feels that it is a cough and it will pass and the other part&#160;wants to make sure I do everything in my power and whatever it takes to see my wife not suffering this much. Last night she coughed till the point of gagging and almost vomiting. I read about tumors, and pulmonary fibrosis and got so worried - but after 6 stethoscopes and an x-ray, wouldn&#39;t one of those doctors notice something abnormal in her lungs? She has no genetic history of any of these diseases.  It is worth mentioning that her aunt (not blood-related) developed a respiratory disease after starting a new job as a municipality Gardner. They initially thought it was asthma. And within 2 months she had lost around 15kg - ending up with 2 lung biopsies and eventually dying (all within 3 months). Nobody ever told me what she had, the family was too distressed to know. She was basically a healthy 55-year-old casual smoker who was fit and active. She weighed around 50KG.  So we are very paranoid about why my wife is coughing that much and I would appreciate any help/advice/insight because I feel miserable.  Thank you. "," Well,  I don&#39;t know but I have to say I had that horrible bug at the end of Summer and it took me 2 months to shake it off.  I was left with post nasal drip and even now I&#39;ve got a sore throat.I&#39;ve seen ENT Doctor,  x-ray is fine,  blood test is fine.   I&#39;m seeing another specialist on Tuesday at Guy&#39;s Hospital.    Blessings  ",neutral,negative,
816,"                    Chronic, dry cough for over 2 months                ",/forums/discuss/chronic-dry-cough-for-over-2-months-736764,7,Respiratory,"Chronic, dry cough for over 2 months","I've had a chronic, debilitating dry cough for more than 2 months now. When it first started happening and had stayed with me for about 2 to 3 weeks, I was convinced I had the milder form of Covid-19. However, I was told that because I didn't (and still don't) have a temperature or any other symptoms, it isn't that.

Usually, it is worst in the morning and early afternoon and then again in the evening and at night (not because I'm laying down, it happens even when sitting up). Seems to be less in the afternoons.

Some days it is worse than others. Some days it is minimal, and I think it's starting to go away, then the next day it will come back with a vengeance. Most days it is truly so horrible. 

I should say I currently have no other symptoms - I think I feel fine otherwise, it's just this dry cough, but it really is very debilitating and it's so bad that I've been thinking I cannot live with this and have considered suicide if it continues and never ever goes away. That's how bad it is most of the time.

Since the age of 14 (I'm now early 30s!) I've suffered and lived with chronic post-nasal drip on a daily basis (i've never seen a doctor about this btw). Is it possible it's linked??

I'm so worried that this may be a sign of something very sinister, like cancer (I'm thinking lymphoma or Leukemia?).

I'm ever so scared and I'm sat here in tears as I type this post out. Please, is this serious? Can anyone offer their thoughts? Anyone experienced the same?

","Hi anon69910,

We note from a recent post which you have made to our forum that you may be experiencing thoughts around self-harm. If we have misinterpreted your comments then we apologise for contacting you directly. But if you are having such thoughts then please note that you are not alone in this, and there are people out there that can help.

If you are having these suicidal thoughts then we strongly recommend you speak to someone who may be able to help. The Samaritans offer a safe space where you can talk openly about what you are going through. They can help you explore your options, understand your problems better, or just be there to listen.

Their contact details are on our patient information leaflet here: https://patient.info/health/dealing-with-suicidal-thoughts, which also offers lots of other advice on how you can access the help you may need.

If you are having such thoughts then please do reach out to the team at the Samaritans (or the other people detailed in our leaflet) who will understand what you're going through and will be able to help.

If you are based outside of the UK.

The Samaritans is a UK based charity, but they also have suggestions for how you can access help in other countries.

Please have a look at this page https://www.befrienders.org/directory

Patient",negative,negative,
823,"                    Severe cough, rib pain, chest pain, anxiety... can't deal!                ",/forums/discuss/severe-cough-rib-pain-chest-pain-anxiety-can-t-deal--494623,10,Respiratory,"Severe cough, rib pain, chest pain, anxiety... can't deal!","Hi everyone,
Before I start I'll just state that I'm 19 years old, slim and generally healthy. I've been suffering with a cough for 3 weeks now, and it only seems to be getting worse. It is a constant violent cough, dry, but wet if that makes sense? I cough up clear mucus.  It seems worse at night, I can't lie down without having a coughing fit and the pain in my throat and my ribs is unbearable :( I also have awful pains in my upper back, and weird shooting nerve pains in my arms.  I've been to the doctors twice, first time he listened to my heart and lungs said they were clear and said I had Costochondritis which is causing my pain. Didn't say anything about my cough. So I went back to see a different doctor, by now I was also having pains in my left leg and googling this and as always it comes up with the worst case scenario... Blood clots which got me really worked up. She told me I didn't have blood clots, just by feeling my leg and saying it was soft, and said I have acid reflux which is causing my cough and all the other symptoms. I still can't stop worrying that my cough is something much worse and I have been misdiagnosed and there is something wrong with my lungs :( I also keep worrying about the pain in my leg, which is getting worse... I feel as if it was just brushed off but when I read online about others who ended up having blood clots their symptoms were just like mine and I'm so scared of this happening to me :( 
I realise I have really bad health anxiety, but it makes it worse that I haven't even had proper tests or anything done to rule out the worst things!
I'm finding it so hard to deal with this, I feel like this anxiety is taking over my life :( Thanks to anyone who reads this essay of a post, I feel I just needed it off my chest. ","Hi, after having pneumonia I was left with a cough. It was worrying me to bits, dry but wet as you put it,  hacking etc. ..took ages but it is finally going. Turns out it was post nasal drip..mucus going down the back of the nasal passages and meeting with stomach acid from acid reflux which in turn makes you cough!! Try a neilmed nasal rinse and watch your diet. Also stop stressing, as that makes it worse . Hope you soon feel better :-) ",positive,positive,
825,Strep Throat Advice,/forums/discuss/strep-throat-advice-543850,3,Respiratory,Strep Throat Advice," I had the tiniest cough on Monday but didn&#39;t think anything of it. But the I woke up on Tuesday with a sore throat, the cough of course scratching it like sandpaper, aching joints and a high temperature.    I&#39;ve deduced that this is probably strep throat by the symptoms but here&#39;s where I want the advice;  Should I bother my doctor with this? This website says I need antibiotics but will the infection go away by itself anyway? What are people&#39;s experiences with strep throat? Do you think I might have something else? Please tell me what you think! ","It can still be viral URTI (eg. a cold) which means that antibiotics are wasted. A teaspoon (or 2..) of honey and lemon in hot water should help. You will probably be coughing and sneezing, so you are contaminating everwhere you go is possible, please stay away from others. If you want medicine then find the Garlic+VitC+horseradish and Echinacea.",neutral,neutral,
828,Enlarged Lymph Nodes - New Here!,/forums/discuss/enlarged-lymph-nodes-new-here--510855,9,Respiratory,Enlarged Lymph Nodes - New Here!,"Hi. I'm 34 years old.. female. Yes, a smoker and officially trying to quit! I was in the ER last Saturday for a slight chest pain and pain in my neck. All of which were brushed off after the EKG came back perfectly fine and that was a relief. Then the chest xray came back and they saw something that looked a little like pneumonia and enlarged lymph nodes. They did a chest CT also. I literally have no symptoms at all. No sickness, no shortness of breath, no fever, no pain.. no nothing.That small chest pain was possibly a fluke considering I've been under a lot of stress lately. So I went and saw my PCP for a follow-up and he says the chest CT came back showing enlarged lymph nodes in the chest. No pneumonia at all. No one is giving me an idea of what it could be. My calcium and magnesium (?) were a little low. So they're testing that again and also doing bloodwork to see if I have sarcoidosis. I'm freaking out! All I'm thinking is cancer cancer cancer and I'm so scared. I just don't know why they'd be enlarged.

Can it be something simple? Or am I doomed to hear bad news?

I'm being referred to a pulmonary specialist. What do you think the next step will be in diagnosing me?","Hi

I am so sorry. We are in the same boat. Went in for a flu to rule out pneumonia 2 X rays later showing 
Interstitial fibrosis. I had a CT scan Friday. I am freaking out too. In your case. From what I understand sarcoidosis is not cancer. It is similar to fibrosis. I hope we are both O K. 

Feel free to chat. As I need someone to talk to as well.

Thanks
Vivian",neutral,neutral,
